,Source,Document,URL,Text,Date
1158,Luxembourg CSSF,Regulation (EU) 2020/1503 of the European Parliament and of the Council of 7 October 2020,https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:32020R1503,,Published on 20.10.2020
1159,Luxembourg CSSF,Council Implementing Regulation (EU) 2020/1480 of 14 October 2020,https://eur-lex.europa.eu/legal-content/FR/TXT/PDF/?uri=CELEX:32020R1480&from=FR,,Published on 15.10.2020
1160,Luxembourg CSSF,Council Implementing Regulation (EU) 2020/1463 of 12 October 2020,https://eur-lex.europa.eu/legal-content/FR/TXT/PDF/?uri=CELEX:32020R1463&from=FR,,Published on 13.10.2020
1161,Luxembourg CSSF,FAQ related to Circular CSSF 20/747 – version 2,https://www.cssf.lu/wp-content/uploads/Questions_Answers_related_to_the_CSSF_Circular_20747_v2.0_final.pdf,,Published on 09.10.2020
1162,Luxembourg CSSF,FAQ related to Circular CSSF 20/747 – version 2,https://www.cssf.lu/wp-content/uploads/Questions_Answers_related_to_the_CSSF_Circular_20747_v2.0_final.pdf,,Published on 09.10.2020
1163,Luxembourg CSSF,FAQ related to Circular CSSF 20/747 – version 2 – track changes,https://www.cssf.lu/wp-content/uploads/Questions_Answers_related_to_the_CSSF_Circular_20747_v2.0_TC.pdf,,Published on 09.10.2020
1164,Luxembourg CSSF,Commission Delegated Regulation (EU) 2020/1423 of 14 March 2019,https://eur-lex.europa.eu/legal-content/FR/TXT/PDF/?uri=CELEX:32020R1423&from=FR,,Published on 09.10.2020
1165,Luxembourg CSSF,UN designation of 8 October 2020 – SC/14321,https://www.un.org/press/fr/2020/sc14321.doc.htm,,Published on 08.10.2020
1166,Luxembourg CSSF,CSSF Regulation No 20-06 of 30 September 2020,http://data.legilux.public.lu/file/eli-etat-leg-rcsf-2020-09-30-a803-jo-fr-pdf.pdf,,Published on 07.10.2020
1167,Luxembourg CSSF,FAQ in relation to procedures and protocols exempted from strong customer authentication pursuant to Article 17 of Delegated Regulation (EU) 2018/389,https://www.cssf.lu/wp-content/uploads/FAQ_CSSF_position_art.17_EBICS_SWIFT.pdf,,Published on 01.10.2020
1168,Luxembourg CSSF,ESMA Public Statement: Update on the process of revising the guidance published under the Prospectus Directive and applicability of the CESR recommendations concerning specialist issuers,https://www.esma.europa.eu/sites/default/files/library/esma31-62-1491_public_statement_qa_update_prospectus.pdf,,Published on 01.10.2020
1169,Luxembourg CSSF,Circular CSSF 20/752,https://www.cssf.lu/wp-content/uploads/cssf20_752eng.pdf,,Published on 29.09.2020
1170,Luxembourg CSSF,Circular CSSF 20/751,https://www.cssf.lu/wp-content/uploads/cssf20_751eng.pdf,,Updated on 30.09.2020
1171,Luxembourg CSSF,ESMA Decision of 16 September 2020,https://www.esma.europa.eu/sites/default/files/library/esma70-155-11072_-_decision_-_renewal_article_28_ssr_reporting_threshold_-_september_2020.pdf,,Published on 16.09.2020
1172,Luxembourg CSSF,Commission Delegated Regulation (EU) 2020/1272 of 4 June 2020,https://eur-lex.europa.eu/legal-content/FR/TXT/PDF/?uri=CELEX:32020R1272&qid=1600147710057&from=FR,,Published on 14.09.2020
1173,Luxembourg CSSF,Commission Delegated Regulation (EU) 2020/1273 of 4 June 2020,https://eur-lex.europa.eu/legal-content/FR/TXT/PDF/?uri=CELEX:32020R1273&qid=1600148145723&from=FR,,Published on 14.09.2020
1174,Luxembourg CSSF,Overview of Environmental Risk Analysis by Financial Institutions,https://www.ngfs.net/sites/default/files/medias/documents/overview_of_environmental_risk_analysis_by_financial_institutions.pdf,,Published on 01.09.2020
1175,Luxembourg CSSF,Case Studies of Environmental Risk Analysis Methodologies,https://www.ngfs.net/sites/default/files/medias/documents/case_studies_of_environmental_risk_analysis_methodologies.pdf,,Published on 01.09.2020
1176,Luxembourg CSSF,Circular CSSF 20/750,https://www.cssf.lu/wp-content/uploads/cssf20_750.pdf,,Published on 25.08.2020
1177,Luxembourg CSSF,CSSF Regulation No 20-05 (only in French),http://data.legilux.public.lu/file/eli-etat-leg-rcsf-2020-08-14-a695-jo-fr-pdf.pdf,,Published on 24.08.2020
1178,Luxembourg CSSF,Grand-ducal Regulation of 14 August 2020 (only in  French),http://data.legilux.public.lu/file/eli-etat-leg-rgd-2020-08-14-a694-jo-fr-pdf.pdf,,Published on 24.08.2020
1179,Luxembourg CSSF,Council Implementing Regulation (EU) 2020/1128 of 30 July 2020,https://eur-lex.europa.eu/legal-content/FR/ALL/?uri=uriserv:OJ.L_.2020.247.01.0001.01.FRA,,Published on 31.07.2020
1180,Luxembourg CSSF,Council Implementing Regulation (EU) 2020/1125 of 30 July 2020,https://eur-lex.europa.eu/legal-content/FR/ALL/?uri=uriserv:OJ.L_.2020.246.01.0004.01.FRA,,Published on 30.07.2020
1181,Luxembourg CSSF,European Securities and Markets Authority Decision (EU) 2020/1123 of 10 June 2020,https://eur-lex.europa.eu/legal-content/FR/ALL/?uri=CELEX:32020X0730(01),,Published on 30.07.2020
1182,Luxembourg CSSF,Council Implementing Regulation (EU) 2020/1125 of 30 July 2020,https://eur-lex.europa.eu/legal-content/FR/ALL/?uri=uriserv:OJ.L_.2020.246.01.0004.01.FRA,,Published on 30.07.2020
1183,Luxembourg CSSF,Circular CSSF 20/749,https://www.cssf.lu/wp-content/uploads/cssf20_749eng.pdf,,Published on 29.07.2020
1184,Luxembourg CSSF,Corrigendum to Commission Implementing Regulation (EU) 2017/105 of 19 October 2016,https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=uriserv:OJ.L_.2020.239.01.0017.01.FRA&toc=OJ:L:2020:239:TOC,,Published on 27.07.2020
1185,Luxembourg CSSF,Circular CSSF 20/747 (version of 04.09.2020),https://www.cssf.lu/wp-content/uploads/cssf20_747.pdf,,Updated on 07.09.2020
1186,Luxembourg CSSF,Circular CSSF 20/748,https://www.cssf.lu/wp-content/uploads/cssf20_748eng.pdf,,Published on 23.07.2020
1187,Luxembourg CSSF,CSSF Regulation No 20-04 of 15 July 2020 (only in French),http://data.legilux.public.lu/file/eli-etat-leg-rcsf-2020-07-15-a621-jo-fr-pdf.pdf,,Published on 20.07.2020
1188,Luxembourg CSSF,Law of 10 July 2020 (coordinated version),https://www.cssf.lu/wp-content/uploads/L_100720_registre_fiducies_trusts.pdf,,Updated on 02.03.2021
1189,Luxembourg CSSF,Ministerial Regulation of 17 July 2020,https://www.cssf.lu/wp-content/uploads/RMIN_170720_mes_restr.pdf,,Published on 17.07.2020
1190,Luxembourg CSSF,UN designation of 16 July 2020 – SC/14256,https://www.un.org/press/fr/2020/sc14256.doc.htm,,Published on 16.07.2020
1191,Luxembourg CSSF,FAQ regarding Circular CSSF 02/77,https://www.cssf.lu/wp-content/uploads/FAQ-02-77.pdf,,Updated on 28.07.2020
1192,Luxembourg CSSF,Circular CSSF 20/745,https://www.cssf.lu/wp-content/uploads/cssf20_745.pdf,,Published on 06.07.2020
1193,Luxembourg CSSF,Notice of information on postponement of entry into application of MiFIR open access provisions with regard to exchange-traded derivatives,https://eur-lex.europa.eu/legal-content/FR/ALL/?uri=uriserv:OJ.CI.2020.219.01.0001.01.FRA,,Published on 03.07.2020
1194,Luxembourg CSSF,Circular CSSF 20/744,https://www.cssf.lu/wp-content/uploads/cssf20_744.pdf,,Published on 03.07.2020
1195,Luxembourg CSSF,CSSF Regulation No 20-03 of 30 June 2020 (only in French),http://data.legilux.public.lu/file/eli-etat-leg-rcsf-2020-06-30-a566-jo-fr-pdf.pdf,,Published on 03.07.2020
1196,Luxembourg CSSF,Circular CSSF 20/743,https://www.cssf.lu/wp-content/uploads/cssf20_743.pdf,,Published on 01.07.2020
1197,Luxembourg CSSF,CSSF Regulation No 20-02 of 29 June 2020,https://www.cssf.lu/wp-content/uploads/RCSSF-20_02-equivalence-de-certains-pays-tiers.pdf,,Updated on 24.12.2020
1198,Luxembourg CSSF,Regulation (EU) 2020/873 of the European Parliament and of the Council of 24 June 2020,https://eur-lex.europa.eu/legal-content/FR/ALL/?uri=uriserv:OJ.L_.2020.204.01.0004.01.FRA,,Published on 26.06.2020
1199,Luxembourg CSSF,Regulation (EU) 2020/852 of the European Parliament and of the Council of 18 June 2020,https://eur-lex.europa.eu/legal-content/FR/TXT/PDF/?uri=CELEX:32020R0852&from=FR,,Published on 22.06.2020
1200,Luxembourg CSSF,Commission Delegated Regulation (EU) 2020/855 of 7 May 2020,https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=uriserv:OJ.L_.2020.195.01.0001.01.FRA&toc=OJ:L:2020:195:TOC,,Published on 19.06.2020
1201,Luxembourg CSSF,Circular CSSF-CPDI 20/21,https://www.cssf.lu/wp-content/uploads/CSSF_CPDI_2021.pdf,,Published on 04.06.2020
1202,Luxembourg CSSF,EBA Opinion on Obstacles under Article 32(3) of the RTS on SCA and CSC,https://eba.europa.eu/sites/default/documents/files/document_library/Publications/Opinions/2020/884569/EBA%20Opinion%20on%20obstacles%20under%20Art.%2032%283%29%20RTS%20on%20SCA%26CSC.pdf,,Published on 04.06.2020
1203,Luxembourg CSSF,FAQ: Payment account definition,https://www.cssf.lu/wp-content/uploads/QA_payment_account_definition.pdf,,Published on 03.06.2020
1204,Luxembourg CSSF,The macroeconomic and financial stability impacts of climate change: research priorities,https://www.ngfs.net/sites/default/files/medias/documents/ngfs_research_priorities_final.pdf,,Published on 01.06.2020
1205,Luxembourg CSSF,NGFS climate scenarios for central banks and supervisors,https://www.ngfs.net/sites/default/files/medias/documents/ngfs_climate_scenarios_final.pdf,,Published on 01.06.2020
1206,Luxembourg CSSF,Guide to climate scenario analysis for central banks and supervisors,https://www.ngfs.net/sites/default/files/medias/documents/ngfs_guide_scenario_analysis_final.pdf,,Published on 01.06.2020
1207,Luxembourg CSSF,Climate change and monetary policy: initial takeaways,https://www.ngfs.net/sites/default/files/medias/documents/climate_change_and_monetary_policy_final.pdf,,Published on 01.06.2020
1208,Luxembourg CSSF,Risk management principles guide for sending humanitarian funds into Syria and similar high-risk jurisdictions,https://www.cssf.lu/wp-content/uploads/EN_supranational_risk_assessment_of_the_money_laundering_and_terrorist_financing_risks_affecting_the_union_SNRA_260520.pdf,,Published on 26.05.2020
1209,Luxembourg CSSF,Ministerial Regulation of 22 May 2020,https://www.cssf.lu/wp-content/uploads/RMIN_220520_mes_restr.pdf,,Published on 22.05.2020
1210,Luxembourg CSSF,UN designation of 21 May 2020 – SC/14195,https://www.un.org/press/fr/2020/sc14195.doc.htm,,Published on 21.05.2020
1211,Luxembourg CSSF,ESMA Public Statement “Implications of the COVID-19 outbreak on the half-yearly financial reports”,https://www.esma.europa.eu/sites/default/files/library/esma32-63-972_public_statement_on_half-yearly_financial_reports_in_relation_to_covid-19.pdf,,Published on 20.05.2020
1212,Luxembourg CSSF,Law of 12 May 2020,http://data.legilux.public.lu/file/eli-etat-leg-loi-2020-05-12-a386-jo-fr-pdf.pdf,,Published on 12.05.2020
1213,Luxembourg CSSF,Whistleblowing – FAQ,https://www.cssf.lu/wp-content/uploads/whistleblowing_FR.pdf,,Published on 05.05.2020
1214,Luxembourg CSSF,Circular CSSF 20/742,https://www.cssf.lu/wp-content/uploads/cssf20_742.pdf,,Published on 04.05.2020
1215,Luxembourg CSSF,Guide for Supervisors: integrating climate-related and environmental risks into prudential supervision,https://www.ngfs.net/sites/default/files/medias/documents/ngfs_guide_for_supervisors.pdf,,Published on 01.05.2020
1216,Luxembourg CSSF,"Status report on financial institutions’ practices with respect to risk differential between green, non-green and brown financial assets and a potential risk differential",https://www.ngfs.net/sites/default/files/medias/documents/ngfs_status_report.pdf,,Published on 01.05.2020
1217,Luxembourg CSSF,Statement on the need for a green recovery out of the Covid-19 crisis,https://www.ngfs.net/sites/default/files/medias/documents/green_recovery_statement_-_june_2020.pdf,,Published on 01.05.2020
1218,Luxembourg CSSF,Circular CSSF 20/741 (as amended by Circular CSSF 20/749),https://www.cssf.lu/wp-content/uploads/cssf20_741eng.pdf,,Published on 30.04.2020
1219,Luxembourg CSSF,FAQ relating to customer complaints,https://www.cssf.lu/wp-content/uploads/FAQ_r%C3%A9clamations_11112016fr.pdf,,Published on 21.04.2020
1220,Luxembourg CSSF,Commission Implementing Regulation (EU) 2018/292 of 26 February 2018,https://eur-lex.europa.eu/legal-content/FR/TXT/PDF/?uri=CELEX:32018R0292&from=EN,,Published on 20.04.2020
1221,Luxembourg CSSF,CSSF Regulation No 20-01 of 15 April 2020 (only in French),http://legilux.public.lu/eli/etat/leg/rcsf/2020/04/15/a322/jo,,Published on 15.04.2020
1222,Luxembourg CSSF,CSSF Regulation No 20-01 of 15 April 2020 (only in French),http://legilux.public.lu/eli/etat/leg/rcsf/2020/04/15/a322/jo,,Published on 15.04.2020
1223,Luxembourg CSSF,CSSF FAQ – MiFID II/MiFIR,https://www.cssf.lu/wp-content/uploads/QA_MiFIDII_MiFIR.pdf,,Published on 14.04.2020
1224,Luxembourg CSSF,Circular CSSF 20/740,https://www.cssf.lu/wp-content/uploads/cssf20_740eng.pdf,,Published on 10.04.2020
1225,Luxembourg CSSF,Circular CSSF 20/739,https://www.cssf.lu/wp-content/uploads/cssf20_739eng.pdf,,Published on 09.04.2020
1226,Luxembourg CSSF,ESMA Public Statement “Actions to mitigate the impact of COVID-19 on the EU financial markets regarding publication deadlines under the Transparency Directive”,https://www.esma.europa.eu/sites/default/files/library/esma31-67-742_public_statement_on_publication_deadlines_under_the_td.pdf,,Published on 27.03.2020
1227,Luxembourg CSSF,ESMA Public Statement “Accounting implications of the COVID-19 outbreak on the calculation of expected credit losses in accordance with IFRS 9,https://www.esma.europa.eu/sites/default/files/library/esma32-63-951_statement_on_ifrs_9_implications_of_covid-19_related_support_measures.pdf,,Published on 25.03.2020
1228,Luxembourg CSSF,Law of 25 March 2020 (coordinated version),http://data.legilux.public.lu/file/eli-etat-leg-loi-2020-03-25-a193-consolide-20210302-fr-pdf.pdf,,Updated on 02.03.2021
1229,Luxembourg CSSF,Law of 25 March 2020 (only in French),http://www.legilux.public.lu/eli/etat/leg/loi/2020/03/25/a194/jo,,Published on 25.03.2020
1230,Luxembourg CSSF,CSSF FAQ – Swing Pricing Mechanism,https://www.cssf.lu/wp-content/uploads/FAQ_Swing_Pricing_Mechanism_230320.pdf,,Published on 23.03.2020
1231,Luxembourg CSSF,Circular letter,https://www.cssf.lu/wp-content/uploads/lettre-circulaire_170320_AML-CFT.pdf,,Published on 17.03.2020
1232,Luxembourg CSSF,Ministerial Regulation of 13 March 2020,http://data.legilux.public.lu/eli/etat/leg/rmin/2020/03/13/a151/jo%20,,Published on 13.03.2020
1233,Luxembourg CSSF,Ministerial Regulation of 5 March 2020,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_050320_mes_restr.pdf,,Published on 05.03.2020
1234,Luxembourg CSSF,UN designation of 4 March 2020 – SC/14136,https://www.un.org/press/fr/2020/sc14136.doc.htm,,Published on 04.03.2020
1235,Luxembourg CSSF,ESMA Guidelines on stress test scenarios under the MMF Regulation,https://www.esma.europa.eu/sites/default/files/library/esma34-49-172_guidelines_on_mmf_stress_tests_en.pdf,,Published on 03.03.2020
1236,Luxembourg CSSF,CSSF Regulation No 10-04,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Legislation/RG_CSSF/RCSSF_No10-04.pdf,,Published on 27.02.2020
1237,Luxembourg CSSF,Ministerial Regulation of 24 February 2020,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_240220_mes_restr.pdf,,Published on 24.02.2020
1238,Luxembourg CSSF,UN designation of 23 February 2020 – SC/14118,https://www.un.org/press/fr/2020/sc14118.doc.htm,,Published on 23.02.2020
1239,Luxembourg CSSF,Circular CSSF 20/737,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf20_737eng.pdf,,Published on 19.02.2020
1240,Luxembourg CSSF,FAQ Circular CSSF 18/703,https://www.cssf.lu/wp-content/uploads/QA_Circular_CSSF18_703-1.pdf,,Published on 19.02.2020
1241,Luxembourg CSSF,Ministerial Regulation of 5 February 2020,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_050220_mes_restr.pdf,,Published on 05.02.2020
1242,Luxembourg CSSF,UN designation of 4 February 2020 – SC/14097,https://www.un.org/press/fr/2020/sc14097.doc.htm,,Published on 04.02.2020
1243,Luxembourg CSSF,Circular letter,https://www.cssf.lu/wp-content/uploads/lettre-circulaire_310120_AML-CFT.pdf,,Published on 31.01.2020
1244,Luxembourg CSSF,Circular CSSF 20/736,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf20_736eng.pdf,,Published on 28.01.2020
1245,Luxembourg CSSF,Circular CSSF 20/735,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf20_735eng.pdf,,Published on 28.01.2020
1246,Luxembourg CSSF,Circular CSSF 20/734,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf20_734eng.pdf,,Published on 28.01.2020
1247,Luxembourg CSSF,Circular CSSF 19/732,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Blanchiment_terrorisme/cssf19_732eng.pdf,,Published on 20.12.2019
1248,Luxembourg CSSF,Circular CSSF 19/733,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf19_733eng.pdf,,Published on 20.12.2019
1249,Luxembourg CSSF,CSSF Regulation No 19-10 of 20 December 2019 (only in French),http://legilux.public.lu/eli/etat/leg/rcsf/2019/12/20/a897/jo,,Published on 20.12.2019
1250,Luxembourg CSSF,Regulation (EU) 2019/2175 of the European Parliament and of the Council of 18 December 2019,https://eur-lex.europa.eu/legal-content/FR/TXT/PDF/?uri=CELEX:32019R2175&from=FR,,Published on 18.12.2019
1251,Luxembourg CSSF,Law of 15 December 2019 (only in French),http://data.legilux.public.lu/file/eli-etat-leg-loi-2019-12-15-a859-jo-fr-pdf.pdf,,Published on 15.12.2019
1252,Luxembourg CSSF,Circular CSSF 19/731,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf19_731.pdf,,Published on 12.12.2019
1253,Luxembourg CSSF,Regulation (EU) 2019/2115 of the European Parliament and of the Council of 27 November 2019,https://eur-lex.europa.eu/legal-content/FR/ALL/?uri=CELEX:32019R2115,,Published on 11.12.2019
1254,Luxembourg CSSF,FAQ concerning the EU Regulation No 537/2014 relating to the duration of the audit engagement,https://www.cssf.lu/wp-content/uploads/FAQ_on_duration_of_audit_engagements.pdf,,Updated on 07.10.2020
1255,Luxembourg CSSF,ESMA Questions and Answers on MiFID II and MiFIR market structures topics,https://www.esma.europa.eu/sites/default/files/library/70-872942901-38_qas_on_mifid_ii_and_mifir_market_structures_topics.pdf,,Updated on 03.02.2021
1256,Luxembourg CSSF,Law of 4 December 2019,http://data.legilux.public.lu/file/eli-etat-leg-loi-2019-12-04-a811-jo-fr-pdf.pdf,,Published on 04.12.2019
1257,Luxembourg CSSF,Questions and Answers on the application of the AIFMD,https://www.esma.europa.eu/sites/default/files/library/esma34-32-352_qa_aifmd.pdf,,Published on 04.12.2019
1258,Luxembourg CSSF,EBA Final Guidelines on ICT and security risk Management,https://eba.europa.eu/sites/default/documents/files/documents/10180/2522896/32a28233-12f5-49c8-9bb5-f8744ccb4e92/Final%20Guidelines%20on%20ICT%20and%20security%20risk%20management.pdf,,Published on 28.11.2019
1259,Luxembourg CSSF,Regulation (EU) 2019/2115 of the European Parliament and of the Council of 27 November 2019,https://eur-lex.europa.eu/legal-content/FR/TXT/PDF/?uri=CELEX:32019R2115&from=FR,,Published on 27.11.2019
1260,Luxembourg CSSF,Regulation (EU) 2019/2089 of the European Parliament and of the Council of 27 November 2019,https://eur-lex.europa.eu/legal-content/FR/TXT/PDF/?uri=CELEX:32019R2089&from=FR,,Published on 27.11.2019
1261,Luxembourg CSSF,FAQ regarding persons involved in AML/CFT for a Luxembourg Investment Fund or Investment Fund Manager supervised by the CSSF for AML/CFT purposes,https://www.cssf.lu/wp-content/uploads/FAQ_Persons_involved-in-AML_CFT_for_a_Luxembourg_Investment_Fund_or_Investment_Fund_Manager.pdf,,Updated on 11.03.2021
1262,Luxembourg CSSF,Council Regulation (EU) 2019/1890 of 11 November 2019,https://eur-lex.europa.eu/legal-content/FR/ALL/?qid=1587819902238&uri=CELEX%3A32019R1890,,Published on 11.11.2019
1263,Luxembourg CSSF,Commission Delegated Regulation (EU) 2019/1866 of 3 July 2019,https://eur-lex.europa.eu/legal-content/FR/TXT/PDF/?uri=CELEX:32019R1866&from=FR,,Published on 08.11.2019
1264,Luxembourg CSSF,Commission Opinion of 8.11.2019 on the compatibility of national asset freezes imposed by Member States with Union law,https://ec.europa.eu/fpi/sites/fpi/files/20191108-2_fr_act_part1_v2.pdf,,Published on 08.11.2019
1265,Luxembourg CSSF,Grand-ducal Regulation of 26 October 2019 (only in French),http://data.legilux.public.lu/file/eli-etat-leg-rgd-2019-10-26-a731-jo-fr-pdf.pdf,,Published on 26.10.2019
1266,Luxembourg CSSF,Joint ESA Supervisory Statement – application of scope of the PRIIPs Regulation to bonds,https://www.eiopa.europa.eu/sites/default/files/publications/supervisory_statements/jc-2019-64_priips_kid_supervisory_statement_bonds.pdf,,Published on 24.10.2019
1267,Luxembourg CSSF,Commission Opinion of 17.10.2019 on Article 5(1) of Council Regulation (EU) No 833/2014,https://ec.europa.eu/fpi/sites/fpi/files/5_fr_act_part1_v2_0.pdf,,Published on 17.10.2019
1268,Luxembourg CSSF,Council Regulation (EU) 2019/1716 of 14 October 2019,https://eur-lex.europa.eu/legal-content/FR/ALL/?qid=1587808242886&uri=CELEX%3A32019R1716,,Published on 14.10.2019
1269,Luxembourg CSSF,ESMA Guidelines on Risk factors under the Prospectus Regulation,https://www.esma.europa.eu/sites/default/files/library/esma31-62-1293_guidelines_on_risk_factors_under_the_prospectus_regulation_fr.pdf,,Published on 01.10.2019
1270,Luxembourg CSSF,CSSF Regulation No 19-08 of 1 October 2019 (only in French),http://legilux.public.lu/eli/etat/leg/rcsf/2019/10/01/a683/jo,,Published on 01.10.2019
1271,Luxembourg CSSF,FAQ concerning SIFs and SICARs that do not qualify as AIFs,https://www.cssf.lu/wp-content/uploads/Frequently-Asked-Questions-SIF-and-SICAR_241120.pdf,,Updated on 24.11.2020
1272,Luxembourg CSSF,FAQ on SICARs,https://www.cssf.lu/wp-content/uploads/SICAR_FAQ_241120.pdf,,Updated on 24.11.2020
1273,Luxembourg CSSF,Commission Opinion of 29.8.2019 on the application of derogations from the freezing of funds and from the prohibition of making funds and economic resources available to designated persons and entities,https://ec.europa.eu/fpi/sites/fpi/files/2-act_part1_v5_fr.pdf,,Published on 28.08.2019
1274,Luxembourg CSSF,Circular CSSF 19/729,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf19_729.pdf,,Published on 20.08.2019
1275,Luxembourg CSSF,Ministerial Regulation of 16 August 2019,https://www.cssf.lu/wp-content/uploads/files/LBC_FT/ONU_RM/RMIN_160819_mes_restr.pdf,,Published on 16.08.2019
1276,Luxembourg CSSF,UN designation of 14 August 2019 – SC/13918,https://www.un.org/press/fr/2019/sc13918.doc.htm,,Published on 14.08.2019
1277,Luxembourg CSSF,Questions and Answers regarding the Transparency Directive,https://www.esma.europa.eu/sites/default/files/library/esma31-67-127_qa_document_transparency_related_issues.pdf,,Published on 08.08.2019
1278,Luxembourg CSSF,EBA Single Rulebook Questions and Answers,http://www.eba.europa.eu/single-rule-book-qa,,Published on 06.08.2019
1279,Luxembourg CSSF,Circular CSSF 19/728,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf19_728eng.pdf,,Published on 01.08.2019
1280,Luxembourg CSSF,Circular CSSF 19/725,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf19_725.pdf,,Published on 29.07.2019
1281,Luxembourg CSSF,Circular CSSF 19/727 (only in French),https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf19_727.pdf,,Published on 26.07.2019
1282,Luxembourg CSSF,Circular CSSF 19/726,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf19_726eng.pdf,,Published on 26.07.2019
1283,Luxembourg CSSF,ESMA Guidelines on the reporting to competent authorities under Article 37 of the MMF Regulation – final report,https://www.esma.europa.eu/sites/default/files/library/esma34-49-168_final_report_on_mmf_reporting.pdf,,Published on 19.07.2019
1284,Luxembourg CSSF,ESMA Guidelines on stress test scenarios under the MMF Regulation – final report,https://www.esma.europa.eu/document/guidelines-mmf-stress-tests-final-report,,Published on 19.07.2019
1285,Luxembourg CSSF,Circular CSSF 19/724 (as amended by Circular CSSF 21/766),https://www.cssf.lu/wp-content/uploads/cssf19_724.pdf,,Updated on 26.02.2021
1286,Luxembourg CSSF,Circular CSSF 19/723,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf19_723eng.pdf,,Published on 19.07.2019
1287,Luxembourg CSSF,Money Market Fund Reporting – ESMA Technical Reporting Instructions,https://www.esma.europa.eu/sites/default/files/esma65-8-6480_money_market_fund_reporting_technical_reporting_instructionsv6.docx,,Updated on 04.12.2020
1288,Luxembourg CSSF,Law of 16 July 2019 (only in French),http://data.legilux.public.lu/file/eli-etat-leg-loi-2019-07-16-a513-jo-fr-pdf.pdf,,Published on 16.07.2019
1289,Luxembourg CSSF,Law of 16 July 2019,http://data.legilux.public.lu/eli/etat/leg/loi/2019/07/16/a514/jo,,Published on 16.07.2019
1290,Luxembourg CSSF,Regulation (EU) 2019/1156 of the European Parliament and of the Council of 20 June 2019,https://eur-lex.europa.eu/legal-content/FR/TXT/PDF/?uri=CELEX:32019R1156&from=FR,,Published on 12.07.2019
1291,Luxembourg CSSF,Directive (EU) 2019/1153 of the European Parliament and of the Council of 20 June 2019,https://eur-lex.europa.eu/legal-content/FR/TXT/PDF/?uri=CELEX:32019L1153&from=FR,,Published on 11.07.2019
1292,Luxembourg CSSF,Commission Opinion of 4.7.2019 on a request for interpretation concerning the freeze of funds of a non-designated person transferred into a Member State from a designated bank and the derogation for “extraordinary expenses” under Article 28 of Council Regulation (EU) 267/2012,https://ec.europa.eu/fpi/sites/fpi/files/5_act_part1_fr.pdf,,Published on 04.07.2019
1293,Luxembourg CSSF,Circular CSSF 19/721,https://www.cssf.lu/wp-content/uploads/files/Lois_reglements/Circulaires/Hors_blanchiment_terrorisme/cssf19_721.pdf,,Published on 01.07.2019
1294,Luxembourg CSSF,CSSF Regulation No 19-07 of 28 juin 2019 (only in French),http://legilux.public.lu/eli/etat/leg/rcsf/2019/06/28/a448/jo,,Published on 28.06.2019
1295,Luxembourg CSSF,ESRB recommendation on medium-term vulnerabilities in the residential real estate sector of Luxembourg,https://www.esrb.europa.eu/pub/pdf/recommendations/esrb.recommendation190923_lu_recommandation~6577fe0f0d.en.pdf,,Published on 27.06.2019
1296,Luxembourg CSSF,CSSF Regulation No 19-06 of 26 June 2019,http://data.legilux.public.lu/file/eli-etat-leg-rcsf-2019-06-26-a447-jo-fr-pdf.pdf,,Published on 26.06.2019
1297,Luxembourg CSSF,CSSF Regulation No 19-05 of 26 June 2019,http://data.legilux.public.lu/file/eli-etat-leg-rcsf-2019-06-26-a446-jo-fr-pdf.pdf,,Published on 26.06.2019
